id,name_en,name_ar,category,uses,side_effects
846,"Nizatidine 150mg Capsules","نيزاتيدين كبسولات 150 مجم","Stomach & GI","تُستخدم نيزاتيدين كبسولات 150 مجم كمثبط ذكي لمضخات البروتون لمنع إفراز حمض المعدة بقوة. وهو العلاج الأساسي والممتاز لحرقان فم المعدة، الارتجاع المريئي المتعب، والشفاء الموضعي لقرحة المعدة والإثنا عشر.","الاستعمال القصير غالباً آمن بلا أعراض سوى صداع خفيف أو إمساك. الاستخدام المستمر الطويل قد يقلل من امتصاص الجسم لفيتامين ب١٢ وأملاح الكالسيوم."
847,"Risek 20mg Capsules","رايسيك كبسولات 20 مجم","Stomach & GI","تُستخدم رايسيك كبسولات 20 مجم كمثبط ذكي لمضخات البروتون لمنع إفراز حمض المعدة بقوة. وهو العلاج الأساسي والممتاز لحرقان فم المعدة، الارتجاع المريئي المتعب، والشفاء الموضعي لقرحة المعدة والإثنا عشر.","الاستعمال القصير غالباً آمن بلا أعراض سوى صداع خفيف أو إمساك. الاستخدام المستمر الطويل قد يقلل من امتصاص الجسم لفيتامين ب١٢ وأملاح الكالسيوم."
848,"Dexilant 60mg Capsules","ديكسيلانت كبسولات 60 مجم","Stomach & GI","تُستخدم ديكسيلانت كبسولات 60 مجم كمثبط ذكي لمضخات البروتون لمنع إفراز حمض المعدة بقوة. وهو العلاج الأساسي والممتاز لحرقان فم المعدة، الارتجاع المريئي المتعب، والشفاء الموضعي لقرحة المعدة والإثنا عشر.","الاستعمال القصير غالباً آمن بلا أعراض سوى صداع خفيف أو إمساك. الاستخدام المستمر الطويل قد يقلل من امتصاص الجسم لفيتامين ب١٢ وأملاح الكالسيوم."
849,"Priet 20mg Tablets","باريت أقراص 20 مجم","Stomach & GI","تُستخدم باريت أقراص 20 مجم كمثبط ذكي لمضخات البروتون لمنع إفراز حمض المعدة بقوة. وهو العلاج الأساسي والممتاز لحرقان فم المعدة، الارتجاع المريئي المتعب، والشفاء الموضعي لقرحة المعدة والإثنا عشر.","الاستعمال القصير غالباً آمن بلا أعراض سوى صداع خفيف أو إمساك. الاستخدام المستمر الطويل قد يقلل من امتصاص الجسم لفيتامين ب١٢ وأملاح الكالسيوم."
850,"Mucogel Suspension","ميوكوجيل معلق","Stomach & GI","تُستخدم ميوكوجيل معلق كمعادل حموضة سريع ومهدئ فوري لحرقة المعدة وعسر الهضم، حيث يغلف جدار المعدة والمريء ليحميهما من ارتداد الحمض.","الإكثار منه قد يخل بتوازن وظائف الجهاز الهضمي ليسبب الإمساك (في المحتويات الغنية بالألومنيوم) أو الإسهال (في الغنية بالماغنسيوم)."
851,"Flatidyl Tablets","فلاتيديل أقراص","Stomach & GI","تُستخدم فلاتيديل أقراص كمثبط ذكي لمضخات البروتون لمنع إفراز حمض المعدة بقوة. وهو العلاج الأساسي والممتاز لحرقان فم المعدة، الارتجاع المريئي المتعب، والشفاء الموضعي لقرحة المعدة والإثنا عشر.","الاستعمال القصير غالباً آمن بلا أعراض سوى صداع خفيف أو إمساك. الاستخدام المستمر الطويل قد يقلل من امتصاص الجسم لفيتامين ب١٢ وأملاح الكالسيوم."
852,"Disflatyl Tablets","ديسفلاتيل أقراص","Stomach & GI","تُستخدم ديسفلاتيل أقراص كمثبط ذكي لمضخات البروتون لمنع إفراز حمض المعدة بقوة. وهو العلاج الأساسي والممتاز لحرقان فم المعدة، الارتجاع المريئي المتعب، والشفاء الموضعي لقرحة المعدة والإثنا عشر.","الاستعمال القصير غالباً آمن بلا أعراض سوى صداع خفيف أو إمساك. الاستخدام المستمر الطويل قد يقلل من امتصاص الجسم لفيتامين ب١٢ وأملاح الكالسيوم."
853,"Eucarbon Tablets","أوكاربون أقراص","Stomach & GI","تُستخدم أوكاربون أقراص كمثبط ذكي لمضخات البروتون لمنع إفراز حمض المعدة بقوة. وهو العلاج الأساسي والممتاز لحرقان فم المعدة، الارتجاع المريئي المتعب، والشفاء الموضعي لقرحة المعدة والإثنا عشر.","الاستعمال القصير غالباً آمن بلا أعراض سوى صداع خفيف أو إمساك. الاستخدام المستمر الطويل قد يقلل من امتصاص الجسم لفيتامين ب١٢ وأملاح الكالسيوم."
854,"Neo-Sensitival Tablets","نيو-سينسيتيفال أقراص",Psychiatry,"تُستخدم نيو-سينسيتيفال أقراص كدواء علاجي متخصص يوصف من قِبل الطبيب المختص بناء على الحالة المرضية السريرية للوصول للمعدل المطلوب للشفاء واستقرار العلامات الحيوية للجسم.","متفاوتة من مريض لآخر حيث يستجيب الجسم للمادة الفعالة إما بانسجام وتسكين للآلام أو بظهور أعراض كالإرهاق العام أو الإضطرابات الهضمية العابرة."
855,"Mebofac Tablets","ميبوفاك أقراص","Stomach & GI","تُستخدم ميبوفاك أقراص كمثبط ذكي لمضخات البروتون لمنع إفراز حمض المعدة بقوة. وهو العلاج الأساسي والممتاز لحرقان فم المعدة، الارتجاع المريئي المتعب، والشفاء الموضعي لقرحة المعدة والإثنا عشر.","الاستعمال القصير غالباً آمن بلا أعراض سوى صداع خفيف أو إمساك. الاستخدام المستمر الطويل قد يقلل من امتصاص الجسم لفيتامين ب١٢ وأملاح الكالسيوم."
856,"Mebeverine 135mg Tablets","ميبفيرين أقراص 135 مجم","Stomach & GI","تُستخدم ميبفيرين أقراص 135 مجم كمثبط ذكي لمضخات البروتون لمنع إفراز حمض المعدة بقوة. وهو العلاج الأساسي والممتاز لحرقان فم المعدة، الارتجاع المريئي المتعب، والشفاء الموضعي لقرحة المعدة والإثنا عشر.","الاستعمال القصير غالباً آمن بلا أعراض سوى صداع خفيف أو إمساك. الاستخدام المستمر الطويل قد يقلل من امتصاص الجسم لفيتامين ب١٢ وأملاح الكالسيوم."
857,"Gastrofait Tablets","جاستروفايت أقراص","Stomach & GI","تُستخدم جاستروفايت أقراص كمثبط ذكي لمضخات البروتون لمنع إفراز حمض المعدة بقوة. وهو العلاج الأساسي والممتاز لحرقان فم المعدة، الارتجاع المريئي المتعب، والشفاء الموضعي لقرحة المعدة والإثنا عشر.","الاستعمال القصير غالباً آمن بلا أعراض سوى صداع خفيف أو إمساك. الاستخدام المستمر الطويل قد يقلل من امتصاص الجسم لفيتامين ب١٢ وأملاح الكالسيوم."
858,"Ursofalk 250mg Capsules","أورسوفالك كبسولات 250 مجم",Liver,"تُستخدم أورسوفالك كبسولات 250 مجم كدواء علاجي متخصص يوصف من قِبل الطبيب المختص بناء على الحالة المرضية السريرية للوصول للمعدل المطلوب للشفاء واستقرار العلامات الحيوية للجسم.","متفاوتة من مريض لآخر حيث يستجيب الجسم للمادة الفعالة إما بانسجام وتسكين للآلام أو بظهور أعراض كالإرهاق العام أو الإضطرابات الهضمية العابرة."
